date,temperature,humidity,wind_speed,rainfall,weather_condition
2024-09-14,23.9,49.6,16.1,0.0,Sunny
2024-09-15,21.8,60.4,18.8,0.0,Sunny
2024-09-16,21.1,67.5,19.6,7.6,Rainy
2024-09-17,25.0,65.8,9.1,0.0,Sunny
2024-09-18,26.6,59.1,12.5,21.5,Rainy
2024-09-19,27.3,56.3,10.7,0.0,Sunny
2024-09-20,25.7,55.3,18.4,0.0,Sunny
2024-09-21,21.2,64.3,19.1,0.0,Sunny
2024-09-22,22.4,62.4,6.8,0.0,Sunny
2024-09-23,23.5,66.1,9.1,0.0,Sunny
2024-09-24,21.3,62.3,10.7,0.0,Sunny
2024-09-25,21.2,68.1,12.9,0.0,Sunny
2024-09-26,23.0,62.6,6.8,0.0,Sunny
2024-09-27,20.2,63.5,6.5,0.0,Sunny
2024-09-28,18.0,69.3,10.1,0.0,Sunny
2024-09-29,18.7,56.1,15.5,0.0,Sunny
2024-09-30,21.7,48.3,7.9,0.0,Sunny
2024-10-01,19.6,75.4,14.3,0.0,Cloudy
2024-10-02,20.4,65.4,21.4,0.0,Sunny
2024-10-03,21.1,49.9,7.2,0.0,Sunny
2024-10-04,17.8,58.1,13.8,0.0,Sunny
2024-10-05,21.0,70.3,21.1,0.0,Cloudy
2024-10-06,19.7,62.1,13.5,3.4,Sunny
2024-10-07,14.6,60.5,11.6,0.0,Sunny
2024-10-08,22.4,76.1,31.2,30.9,Stormy
2024-10-09,16.4,56.8,13.2,0.0,Sunny
2024-10-10,12.7,59.0,21.6,0.0,Sunny
2024-10-11,14.3,67.3,17.6,0.0,Sunny
2024-10-12,14.2,69.0,15.3,8.0,Rainy
2024-10-13,17.2,70.1,17.9,0.0,Cloudy
2024-10-14,16.0,73.7,17.8,2.8,Cloudy
2024-10-15,15.6,68.3,21.1,0.0,Sunny
2024-10-16,18.3,70.8,11.7,0.0,Cloudy
2024-10-17,17.3,65.1,15.2,0.0,Sunny
2024-10-18,17.0,67.9,14.6,0.0,Sunny
2024-10-19,17.1,68.6,19.2,0.0,Sunny
2024-10-20,17.5,69.7,8.8,0.0,Sunny
2024-10-21,9.1,74.4,21.1,0.0,Cloudy
2024-10-22,14.1,72.9,22.0,13.9,Rainy
2024-10-23,8.5,69.1,7.1,0.0,Sunny
2024-10-24,14.9,62.5,22.2,0.0,Sunny
2024-10-25,14.6,69.7,32.9,15.0,Rainy
2024-10-26,17.6,69.2,21.0,0.0,Sunny
2024-10-27,17.8,71.2,23.6,0.0,Cloudy
2024-10-28,14.7,87.6,15.5,0.0,Cloudy
2024-10-29,12.4,66.0,5.0,0.0,Sunny
2024-10-30,15.1,73.8,3.9,0.0,Cloudy
2024-10-31,11.9,79.2,22.7,20.6,Rainy
2024-11-01,13.3,71.7,11.4,0.0,Cloudy
2024-11-02,16.0,89.8,11.9,8.1,Rainy
2024-11-03,11.2,68.4,14.6,0.0,Sunny
2024-11-04,15.1,74.2,18.7,0.0,Cloudy
2024-11-05,14.6,65.4,6.3,0.0,Sunny
2024-11-06,9.5,69.3,13.4,3.8,Sunny
2024-11-07,15.1,74.3,26.2,7.1,Rainy
2024-11-08,14.1,79.3,8.5,0.0,Cloudy
2024-11-09,12.1,75.3,20.2,0.0,Cloudy
2024-11-10,9.3,83.0,12.1,0.0,Cloudy
2024-11-11,8.9,72.4,18.3,0.0,Cloudy
2024-11-12,9.7,70.7,21.6,0.0,Cloudy
2024-11-13,12.7,95.2,22.0,8.5,Rainy
2024-11-14,8.1,77.0,20.5,0.0,Cloudy
2024-11-15,12.1,68.3,9.8,5.7,Rainy
2024-11-16,6.9,68.7,21.7,0.0,Sunny
2024-11-17,9.8,66.9,11.8,6.4,Rainy
2024-11-18,10.6,82.1,19.0,8.2,Rainy
2024-11-19,17.5,71.9,16.5,0.0,Cloudy
2024-11-20,5.9,76.0,17.9,0.0,Cloudy
2024-11-21,14.2,74.7,22.9,19.7,Rainy
2024-11-22,10.1,81.3,11.9,6.7,Rainy
2024-11-23,10.8,68.8,6.9,0.0,Sunny
2024-11-24,9.7,67.2,20.2,0.0,Sunny
2024-11-25,10.6,77.7,27.8,38.8,Rainy
2024-11-26,8.6,80.9,21.9,0.0,Cloudy
2024-11-27,13.3,79.0,17.6,9.4,Rainy
2024-11-28,7.5,70.0,6.6,0.0,Sunny
2024-11-29,12.1,63.5,20.8,0.0,Cloudy
2024-11-30,6.6,70.8,14.4,5.3,Rainy
2024-12-01,8.3,72.8,19.2,7.0,Rainy
2024-12-02,5.1,69.5,13.0,6.3,Rainy
2024-12-03,9.6,87.7,28.9,13.4,Rainy
2024-12-04,12.4,82.5,12.1,7.9,Rainy
2024-12-05,7.7,82.4,13.0,0.0,Cloudy
2024-12-06,7.3,87.7,15.6,0.0,Cloudy
2024-12-07,4.4,100.0,9.4,3.1,Cloudy
2024-12-08,7.0,64.3,17.0,0.0,Sunny
2024-12-09,2.8,72.2,24.7,0.0,Cloudy
2024-12-10,4.7,73.3,12.1,0.0,Cloudy
2024-12-11,8.0,71.5,23.2,19.3,Rainy
2024-12-12,11.2,69.8,0.0,0.0,Sunny
2024-12-13,15.6,76.2,14.8,0.0,Cloudy
2024-12-14,5.3,68.9,14.7,5.2,Rainy
2024-12-15,11.3,81.4,11.5,4.8,Cloudy
2024-12-16,7.6,79.3,21.5,0.0,Cloudy
2024-12-17,6.4,82.8,13.0,0.0,Cloudy
2024-12-18,8.1,83.1,14.3,1.1,Cloudy
2024-12-19,6.9,84.0,12.7,0.0,Cloudy
2024-12-20,7.0,76.2,3.5,0.0,Cloudy
2024-12-21,5.3,96.3,8.2,0.0,Cloudy
2024-12-22,2.3,81.3,20.8,0.0,Cloudy
2024-12-23,1.8,64.6,5.3,9.8,Rainy
2024-12-24,8.3,71.5,10.4,0.0,Cloudy
2024-12-25,5.5,65.7,12.6,0.0,Sunny
2024-12-26,4.5,79.8,25.5,0.0,Cloudy
2024-12-27,6.3,78.7,19.6,0.0,Cloudy
2024-12-28,8.6,76.0,11.7,0.0,Cloudy
2024-12-29,6.7,95.9,23.7,2.8,Cloudy
2024-12-30,4.2,84.2,12.6,6.9,Rainy
